,Year,Team,Name,Salary,Prev_Salary
11462,2014,SK/SSG,정상호,15500,13000
11463,2013,SK/SSG,정상호,13000,13000
11464,2012,SK/SSG,정상호,13000,10000
11465,2011,SK/SSG,정상호,10000,11000
11466,2010,SK/SSG,정상호,11000,6500
11467,2009,SK/SSG,정상호,6500,4000
11468,2008,SK/SSG,정상호,4000,2600
11469,2007,SK/SSG,정상호,2600,2300
11470,2003,SK/SSG,정상호,2300,2300
11471,2002,SK/SSG,정상호,2300,-
11472,2001,SK/SSG,정상호,-,
11473,2019,LG,정상호,50000,50000
11474,2018,LG,정상호,50000,50000
11475,2017,LG,정상호,50000,50000
11476,2016,LG,정상호,50000,15500
11477,2025,LOTTE,정선우,-,
11478,2024,SK/SSG,정성곤,3100,5500
11479,2023,SK/SSG,정성곤,5500,7500
11480,2022,SK/SSG,정성곤,7500,4700
11481,2019,KT,정성곤,4700,4700
11482,2018,KT,정성곤,4700,3300
11483,2017,KT,정성곤,3300,3900
11484,2016,KT,정성곤,3900,3900
11485,2015,KT,정성곤,3900,
11486,2013,NC,정성기,2600,
11487,2015,NC,정성민,2700,2400
11488,2014,NC,정성민,2400,
11489,2003,HANWHA,정성열,1700,1700
11490,2002,HANWHA,정성열,1700,
11491,2024,LOTTE,정성종,3900,3600
11492,2023,LOTTE,정성종,3600,4100
11493,2022,LOTTE,정성종,4100,4800
11494,2021,LOTTE,정성종,4800,3700
11495,2019,LOTTE,정성종,3700,2700
11496,2018,LOTTE,정성종,2700,
11497,2009,KIA,정성철,-,
11498,2014,KIA,정성철,2800,-
11499,2018,KIA,정성훈,10000,2700
11500,2018,KIA,정성훈,10000,30000
11501,2002,KIA,정성훈,5000,4700
11502,2002,KIA,정성훈,5000,2600
11503,2001,KIA,정성훈,4700,
11504,2007,HYUNDAI,정성훈,22000,18000
11505,2006,HYUNDAI,정성훈,18000,15000
11506,2005,HYUNDAI,정성훈,15000,12300
11507,2005,HYUNDAI,정성훈,15000,4200
11508,2004,HYUNDAI,정성훈,12300,7500
11509,2004,HYUNDAI,정성훈,12300,2500
11510,2003,HYUNDAI,정성훈,7500,5000
11511,2007,DOOSAN,정성훈,8400,18000
11512,2004,DOOSAN,정성훈,4200,7500
11513,2004,DOOSAN,정성훈,4200,2500
11514,2003,DOOSAN,정성훈,2500,5000
11515,2017,SAMSUNG,정성훈,2700,50000
11516,2001,SAMSUNG,정성훈,2600,
11517,2017,LG,정성훈,30000,50000
11518,2016,LG,정성훈,50000,50000
11519,2015,LG,정성훈,50000,50000
11520,2014,LG,정성훈,50000,50000
11521,2013,LG,정성훈,50000,35000
11522,2012,LG,정성훈,35000,35000
11523,2011,LG,정성훈,35000,-
11524,2010,LG,정성훈,-,35000
11525,2009,LG,정성훈,35000,32000
11526,2008,HEROES,정성훈,32000,22000
11527,2008,HEROES,정성훈,32000,8400
11528,2025,HEROES,정세영,3000,
11529,2003,DOOSAN,정수근,18000,21000
11530,2002,DOOSAN,정수근,21000,13500
11531,2001,DOOSAN,정수근,13500,
11532,2009,LOTTE,정수근,40000,40000
11533,2008,LOTTE,정수근,40000,30000
11534,2007,LOTTE,정수근,30000,30000
11535,2006,LOTTE,정수근,30000,25000
11536,2005,LOTTE,정수근,25000,25000
11537,2004,LOTTE,정수근,25000,18000
11538,2021,SK/SSG,정수민,3600,4200
11539,2020,SK/SSG,정수민,4200,4200
11540,2019,NC,정수민,4200,4200
11541,2018,NC,정수민,4200,3700
11542,2017,NC,정수민,3700,2700
11543,2016,NC,정수민,2700,
11544,2025,DOOSAN,정수빈,60000,60000
11545,2024,DOOSAN,정수빈,60000,60000
11546,2023,DOOSAN,정수빈,60000,60000
11547,2022,DOOSAN,정수빈,60000,60000
11548,2021,DOOSAN,정수빈,60000,34000
11549,2020,DOOSAN,정수빈,34000,24500
11550,2019,DOOSAN,정수빈,24500,28000
11551,2018,DOOSAN,정수빈,28000,28000
11552,2016,DOOSAN,정수빈,28000,22000
11553,2015,DOOSAN,정수빈,22000,13700
11554,2014,DOOSAN,정수빈,13700,
11555,2007,HYUNDAI,정수성,5950,7000
11556,2006,HYUNDAI,정수성,7000,4000
11557,2005,HYUNDAI,정수성,4000,2900
11558,2004,HYUNDAI,정수성,2900,2500
11559,2003,HYUNDAI,정수성,2500,2300
11560,2002,HYUNDAI,정수성,2300,1900
11561,2001,HYUNDAI,정수성,1900,
11562,2013,HEROES,정수성,6000,4200
11563,2012,HEROES,정수성,4200,6000
11564,2010,HEROES,정수성,6000,6000
11565,2009,HEROES,정수성,6000,4700
11566,2008,HEROES,정수성,4700,5950
11567,2001,SK/SSG,정수찬,2800,
11568,2024,HANWHA,정안석,3000,
11569,2023,HEROES,정연제,3000,3000
11570,2022,HEROES,정연제,3000,3000
11571,2021,HEROES,정연제,3000,
11572,2018,SK/SSG,정영광,2700,-
11573,2017,SK/SSG,정영광,-,
11574,2001,KIA,정영규,3300,
11575,2025,KT,정영웅,3000,
11576,2021,SK/SSG,정영일,6500,11000
11577,2020,SK/SSG,정영일,11000,3000
11578,2019,SK/SSG,정영일,3000,3000
11579,2018,SK/SSG,정영일,3000,4000
11580,2017,SK/SSG,정영일,4000,2700
11581,2016,SK/SSG,정영일,2700,
11582,2018,KIA,정용운,7500,3100
11583,2017,KIA,정용운,3100,2800
11584,2016,KIA,정용운,2800,2500
11585,2010,KIA,정용운,2500,2500
11586,2009,KIA,정용운,2500,
11587,2020,LG,정용운,5000,7000
11588,2019,LG,정용운,7000,7500
11589,2017,HEROES,정용준,2700,2700
11590,2016,HEROES,정용준,2700,2700
11591,2015,HEROES,정용준,2700,
11592,2015,SK/SSG,정우람,40000,
11593,2024,HANWHA,정우람,10000,50000
11594,2023,HANWHA,정우람,50000,80000
11595,2022,HANWHA,정우람,80000,80000
11596,2021,HANWHA,정우람,80000,80000
11597,2020,HANWHA,정우람,80000,80000
11598,2019,HANWHA,정우람,80000,120000
11599,2018,HANWHA,정우람,120000,120000
11600,2017,HANWHA,정우람,120000,120000
11601,2016,HANWHA,정우람,120000,40000
11602,2021,DOOSAN,정우석,3000,2700
11603,2020,DOOSAN,정우석,2700,2700
11604,2018,DOOSAN,정우석,2700,
11605,2023,KT,정우성,3000,
11606,2014,SAMSUNG,정우양,2400,
11607,2025,LG,정우영,18000,32000
11608,2024,LG,정우영,32000,40000
11609,2023,LG,정우영,40000,28000
11610,2022,LG,정우영,28000,18000
11611,2021,LG,정우영,18000,8000
11612,2020,LG,정우영,8000,2700
11613,2019,LG,정우영,2700,
11614,2025,HANWHA,정우주,3000,
11615,2025,LOTTE,정우준,3200,3100
11616,2024,LOTTE,정우준,3100,3100
11617,2022,LOTTE,정우준,3100,3000
11618,2021,LOTTE,정우준,3000,
11619,2025,KT,정운교,-,
11620,2001,KIA,정원,-,
11621,2007,KIA,정원,4200,3000
11622,2006,KIA,정원,3000,2100
11623,2005,KIA,정원,2100,2100
11624,2004,KIA,정원,2100,2100
11625,2003,KIA,정원,2100,-
11626,2002,LOTTE,정원욱,2500,3000
11627,2001,LOTTE,정원욱,3000,
11628,2023,DOOSAN,정유석,3000,3000
11629,2022,DOOSAN,정유석,3000,
11630,2015,HANWHA,정유철,2400,
11631,2017,HEROES,정윤호,2700,
11632,2018,KIA,정윤환,2800,2700
11633,2017,KIA,정윤환,2700,
11634,2024,HANWHA,정은원,17800,21800
11635,2023,HANWHA,정은원,21800,19080
11636,2022,HANWHA,정은원,19080,12000
11637,2021,HANWHA,정은원,12000,12000
11638,2020,HANWHA,정은원,12000,5500
11639,2019,HANWHA,정은원,5500,2700
11640,2018,HANWHA,정은원,2700,
11641,2021,SK/SSG,정의윤,30000,30000
11642,2020,SK/SSG,정의윤,30000,30000
11643,2019,SK/SSG,정의윤,30000,30000
11644,2018,SK/SSG,정의윤,30000,30000
11645,2017,SK/SSG,정의윤,30000,12000
11646,2016,SK/SSG,정의윤,12000,12000
11647,2015,SK/SSG,정의윤,12000,12000
11648,2014,LG,정의윤,12000,7200
11649,2013,LG,정의윤,7200,5000
11650,2012,LG,정의윤,5000,4200
11651,2011,LG,정의윤,4200,4200
11652,2008,LG,정의윤,4200,3200
11653,2007,LG,정의윤,3200,3200
11654,2006,LG,정의윤,3200,2000
11655,2005,LG,정의윤,2000,
11656,2025,HANWHA,정이황,3000,3000
11657,2024,HANWHA,정이황,3000,3000
11658,2023,HANWHA,정이황,3000,3000
11659,2022,HANWHA,정이황,3000,2700
11660,2020,HANWHA,정이황,2700,2700
11661,2019,HANWHA,정이황,2700,
11662,2017,DOOSAN,정인석,2700,
11663,2020,SAMSUNG,정인욱,5000,6700
11664,2019,SAMSUNG,정인욱,6700,5700
11665,2018,SAMSUNG,정인욱,5700,7200
11666,2017,SAMSUNG,정인욱,7200,6000
11667,2016,SAMSUNG,정인욱,6000,6000
11668,2015,SAMSUNG,정인욱,6000,7000
11669,2012,SAMSUNG,정인욱,7000,4000
11670,2011,SAMSUNG,정인욱,4000,2400
11671,2010,SAMSUNG,정인욱,2400,
11672,2021,HANWHA,정인욱,3000,5000
11673,2012,LG,정재복,3800,10000
11674,2010,LG,정재복,10000,13000
11675,2009,LG,정재복,13000,10500
11676,2008,LG,정재복,10500,7700
11677,2007,LG,정재복,7700,5500
11678,2006,LG,정재복,5500,3600
11679,2005,LG,정재복,3600,1800
11680,2004,LG,정재복,1800,
11681,2015,HEROES,정재복,3500,4500
11682,2014,HEROES,정재복,4500,3800
11683,2019,SK/SSG,정재원,4000,4000
11684,2018,SK/SSG,정재원,4000,4000
11685,2022,HEROES,정재원,3000,3000
11686,2021,HEROES,정재원,3000,2700
11687,2020,HEROES,정재원,2700,4000
11688,2017,HANWHA,정재원,4000,3700
11689,2016,HANWHA,정재원,3700,3700
11690,2015,HANWHA,정재원,3700,3500
11691,2014,HANWHA,정재원,3500,3500
11692,2013,HANWHA,정재원,3500,3000
11693,2012,HANWHA,정재원,3000,2700
11694,2011,HANWHA,정재원,2700,2600
11695,2010,HANWHA,정재원,2600,-
11696,2009,HANWHA,정재원,-,-
11697,2006,HANWHA,정재원,-,-
11698,2005,HANWHA,정재원,-,-
11699,2004,HANWHA,정재원,-,
11700,2023,LOTTE,정재환,3000,
11701,2016,DOOSAN,정재훈,15000,35000
11702,2014,DOOSAN,정재훈,35000,35000
11703,2013,DOOSAN,정재훈,35000,35000
11704,2012,DOOSAN,정재훈,35000,20200
11705,2011,DOOSAN,정재훈,20200,14000
11706,2010,DOOSAN,정재훈,14000,16000
11707,2009,DOOSAN,정재훈,16000,17500
11708,2008,DOOSAN,정재훈,17500,15000
11709,2008,DOOSAN,정재훈,17500,15000
11710,2007,DOOSAN,정재훈,15000,10000
11711,2007,DOOSAN,정재훈,15000,10000
11712,2007,DOOSAN,정재훈,15000,10000
11713,2007,DOOSAN,정재훈,15000,10000
11714,2006,DOOSAN,정재훈,10000,3800
11715,2006,DOOSAN,정재훈,10000,3800
11716,2005,DOOSAN,정재훈,3800,1800
11717,2004,DOOSAN,정재훈,1800,2000
11718,2003,DOOSAN,정재훈,2000,
11719,2015,LOTTE,정재훈,35000,35000
11720,2001,SAMSUNG,정정오,-,
11721,2023,KT,정정우,3000,3000
11722,2022,KT,정정우,3000,
11723,2003,DOOSAN,정종수,-,
11724,2008,HEROES,정종수,2000,-
11725,2016,LOTTE,정종진,2700,
11726,2021,KT,정주원,3000,
11727,2023,LG,정주현,6500,8000
11728,2022,LG,정주현,8000,14000
11729,2021,LG,정주현,14000,12500
11730,2020,LG,정주현,12500,8000
11731,2019,LG,정주현,8000,5000
11732,2018,LG,정주현,5000,6000
11733,2017,LG,정주현,6000,5000
11734,2016,LG,정주현,5000,3200
11735,2013,LG,정주현,3200,2800
11736,2012,LG,정주현,2800,2600
11737,2011,LG,정주현,2600,2400
11738,2010,LG,정주현,2400,
11739,2022,KT,정주후,3200,3300
11740,2021,KT,정주후,3300,3000
11741,2020,KT,정주후,3000,3000
11742,2018,KT,정주후,3000,2900
11743,2017,KT,정주후,2900,2700
11744,2016,KT,정주후,2700,2700
11745,2015,KT,정주후,2700,
11746,2024,KT,정준영,4200,3000
11747,2023,KT,정준영,3000,
11748,2025,SK/SSG,정준재,7500,3000
11749,2024,SK/SSG,정준재,3000,
11750,2019,LOTTE,정준혁,-,2700
11751,2018,LOTTE,정준혁,2700,-
11752,2015,LOTTE,정준혁,-,-
11753,2014,LOTTE,정준혁,-,-
11754,2013,LOTTE,정준혁,-,
11755,2025,LG,정지헌,3500,3000
11756,2024,LG,정지헌,3000,
11757,2014,NC,정진,2600,
11758,2020,SK/SSG,정진기,4600,8200
11759,2019,SK/SSG,정진기,8200,6200
11760,2018,SK/SSG,정진기,6200,2900
11761,2017,SK/SSG,정진기,2900,2500
11762,2013,SK/SSG,정진기,2500,2400
11763,2012,SK/SSG,정진기,2400,2400
11764,2011,SK/SSG,정진기,2400,
11765,2023,NC,정진기,4700,5500
11766,2022,NC,정진기,5500,3500
11767,2021,NC,정진기,3500,4600
11768,2024,SAMSUNG,정진수,3200,3100
11769,2023,SAMSUNG,정진수,3100,2700
11770,2020,SAMSUNG,정진수,2700,
11771,2001,LOTTE,정진식,1700,
11772,2001,DOOSAN,정진용,-,
11773,2017,DOOSAN,정진철,2700,2700
11774,2016,DOOSAN,정진철,2700,2700
11775,2015,DOOSAN,정진철,2700,
11776,2019,DOOSAN,정진호,11300,8500
11777,2018,DOOSAN,정진호,8500,4700
11778,2017,DOOSAN,정진호,4700,5200
11779,2016,DOOSAN,정진호,5200,3300
11780,2015,DOOSAN,정진호,3300,2600
11781,2012,DOOSAN,정진호,2600,
11782,2024,KT,정진호,3000,3000
11783,2023,KT,정진호,3000,12000
11784,2021,HANWHA,정진호,12000,11300
11785,2020,HANWHA,정진호,11300,11300
11786,2020,LG,정찬헌,13000,17000
11787,2019,LG,정찬헌,17000,9500
11788,2018,LG,정찬헌,9500,4500
11789,2017,LG,정찬헌,4500,5100
11790,2016,LG,정찬헌,5100,8500
11791,2015,LG,정찬헌,8500,3200
11792,2014,LG,정찬헌,3200,2000
11793,2008,LG,정찬헌,2000,
11794,2024,HEROES,정찬헌,20000,10000
11795,2023,HEROES,정찬헌,10000,28000
11796,2022,HEROES,정찬헌,28000,20000
11797,2021,HEROES,정찬헌,20000,13000
11798,2024,DOOSAN,정철원,16500,10000
11799,2023,DOOSAN,정철원,10000,3000
11800,2022,DOOSAN,정철원,3000,2700
11801,2018,DOOSAN,정철원,2700,
11802,2025,LOTTE,정철원,12000,16500
11803,2021,LOTTE,정태승,3200,2800
11804,2020,LOTTE,정태승,2800,2800
11805,2019,LOTTE,정태승,2800,2700
11806,2018,LOTTE,정태승,2700,2700
11807,2017,LOTTE,정태승,2700,2500
11808,2014,LOTTE,정태승,2500,
11809,2025,KIA,정해영,36000,20000
11810,2023,KIA,정해영,23000,17000
11811,2024,KIA,정해영,20000,23000
11812,2022,KIA,정해영,17000,7000
11813,2021,KIA,정해영,7000,2700
11814,2020,KIA,정해영,2700,
11815,2025,KIA,정해원,3100,3100
11816,2024,KIA,정해원,3100,3000
11817,2023,KIA,정해원,3000,
11818,2013,DOOSAN,정혁진,-,
11819,2019,SK/SSG,정혁진,2400,-
11820,2018,SK/SSG,정혁진,-,-
11821,2017,LG,정혁진,-,2700
11822,2014,LG,정혁진,2700,-
11823,2014,SAMSUNG,정현,2800,2400
11824,2013,SAMSUNG,정현,2400,
11825,2020,SK/SSG,정현,3000,5300
11826,2019,SK/SSG,정현,5300,7800
11827,2022,NC,정현,4300,3000
11828,2021,NC,정현,3000,3000
11829,2018,KT,정현,7800,2800
11830,2017,KT,정현,2800,2800
11831,2023,HEROES,정현민,3000,2700
11832,2020,HEROES,정현민,2700,
11833,2017,HANWHA,정현석,7500,9500
11834,2016,HANWHA,정현석,9500,7000
11835,2015,HANWHA,정현석,7000,8000
11836,2014,HANWHA,정현석,8000,5000
11837,2013,HANWHA,정현석,5000,2800
11838,2010,HANWHA,정현석,2800,2200
11839,2009,HANWHA,정현석,2200,
11840,2025,LOTTE,정현수,4000,3000
11841,2024,LOTTE,정현수,3000,
11842,2025,SK/SSG,정현승,3000,3000
11843,2024,SK/SSG,정현승,3000,
11844,2025,HEROES,정현우,3000,
11845,2020,DOOSAN,정현욱,2700,2700
11846,2019,DOOSAN,정현욱,2700,40000
11847,2012,SAMSUNG,정현욱,25000,21000
11848,2011,SAMSUNG,정현욱,21000,17000
11849,2010,SAMSUNG,정현욱,17000,13000
11850,2009,SAMSUNG,정현욱,13000,6000
11851,2008,SAMSUNG,정현욱,6000,5000
11852,2007,SAMSUNG,정현욱,5000,5000
11853,2004,SAMSUNG,정현욱,5000,3000
11854,2003,SAMSUNG,정현욱,3000,2300
11855,2002,SAMSUNG,정현욱,2300,
11856,2016,LG,정현욱,40000,40000
11857,2015,LG,정현욱,40000,40000
11858,2014,LG,정현욱,40000,40000
11859,2013,LG,정현욱,40000,25000
11860,2025,NC,정현창,3000,
11861,2001,HYUNDAI,정현택,2300,
11862,2014,SAMSUNG,정형식,12000,6000
11863,2013,SAMSUNG,정형식,6000,4000
11864,2012,SAMSUNG,정형식,4000,2900
11865,2011,SAMSUNG,정형식,2900,2600
11866,2010,SAMSUNG,정형식,2600,-
11867,2009,SAMSUNG,정형식,-,
11868,2009,SAMSUNG,정홍준,2300,2800
11869,2008,SAMSUNG,정홍준,2800,-
11870,2006,SAMSUNG,정홍준,-,
11871,2016,HEROES,정회찬,2700,2700
11872,2015,HEROES,정회찬,2700,2400
11873,2014,HEROES,정회찬,2400,2400
11874,2011,HEROES,정회찬,2400,
11875,2025,LOTTE,정훈,20000,30000
11876,2024,LOTTE,정훈,30000,30000
11877,2023,LOTTE,정훈,30000,55000
11878,2022,LOTTE,정훈,55000,10000
11879,2021,LOTTE,정훈,10000,6400
11880,2020,LOTTE,정훈,6400,8000
11881,2019,LOTTE,정훈,8000,10000
11882,2018,LOTTE,정훈,10000,15000
11883,2017,LOTTE,정훈,15000,21000
11884,2016,LOTTE,정훈,21000,14500
11885,2015,LOTTE,정훈,14500,8000
11886,2014,LOTTE,정훈,8000,4200
11887,2013,LOTTE,정훈,4200,3000
11888,2012,LOTTE,정훈,3000,2600
11889,2011,LOTTE,정훈,2600,-
11890,2010,LOTTE,정훈,-,
11891,2010,HANWHA,정희상,2900,2200
11892,2007,HANWHA,정희상,2200,
11893,2014,SK/SSG,제춘모,3000,-
11894,2013,SK/SSG,제춘모,-,3000
11895,2012,SK/SSG,제춘모,3000,-
11896,2011,SK/SSG,제춘모,-,3500
11897,2010,SK/SSG,제춘모,3500,4000
11898,2009,SK/SSG,제춘모,4000,5500
11899,2005,SK/SSG,제춘모,5500,7000
11900,2004,SK/SSG,제춘모,7000,3600
11901,2003,SK/SSG,제춘모,3600,-
11902,2002,SK/SSG,제춘모,-,
11903,2025,DOOSAN,제환유,3000,3000
11904,2024,DOOSAN,제환유,3000,3000
11905,2023,DOOSAN,제환유,3000,
11906,2023,SK/SSG,조강희,3000,
11907,2024,LG,조건희,3000,3000
11908,2022,LG,조건희,3000,3000
11909,2021,LG,조건희,3000,
11910,2023,LOTTE,조경민,3000,
11911,2021,SAMSUNG,조경원,3000,2700
11912,2020,SAMSUNG,조경원,2700,
11913,2006,KIA,조경환,11000,11000
11914,2007,KIA,조경환,9400,11000
11915,2001,LOTTE,조경환,7200,
11916,2005,SK/SSG,조경환,11000,13000
11917,2004,SK/SSG,조경환,13000,11000
11918,2003,SK/SSG,조경환,11000,7200
11919,2002,SK/SSG,조경환,7200,7200
11920,2001,DOOSAN,조계현,10800,
11921,2010,DOOSAN,조규수,2900,5500
11922,2005,HANWHA,조규수,5500,6000
11923,2004,HANWHA,조규수,6000,5500
11924,2003,HANWHA,조규수,5500,5500
11925,2002,HANWHA,조규수,5500,4000
11926,2001,HANWHA,조규수,4000,
11927,2004,KIA,조규제,15000,13000
11928,2005,KIA,조규제,10000,15000
11929,2003,HYUNDAI,조규제,13000,11000
11930,2002,SK/SSG,조규제,11000,8000
11931,2001,SK/SSG,조규제,8000,
11932,2013,LG,조근종,-,
11933,2020,KT,조근종,3300,3000
11934,2019,KT,조근종,3000,2900
11935,2018,KT,조근종,2900,2700
11936,2017,KT,조근종,2700,-
11937,2025,KIA,조대현,3000,3000
11938,2025,KIA,조대현,3000,3100
11939,2024,KIA,조대현,3000,3100
11940,2025,KT,조대현,4300,3000
11941,2025,KT,조대현,4300,3100
11942,2024,KT,조대현,3100,3100
11943,2023,KT,조대현,3100,3000
11944,2022,KT,조대현,3000,3000
11945,2021,KT,조대현,3000,2700
11946,2018,KT,조대현,2700,
11947,2019,HEROES,조덕길,3000,2700
11948,2018,HEROES,조덕길,2700,2700
11949,2015,HEROES,조덕길,2700,2400
11950,2014,HEROES,조덕길,2400,2400
11951,2013,HEROES,조덕길,2400,
11952,2025,HANWHA,조동욱,4000,3000
11953,2024,HANWHA,조동욱,3000,
11954,2018,SAMSUNG,조동찬,40000,40000
11955,2017,SAMSUNG,조동찬,40000,40000
11956,2016,SAMSUNG,조동찬,40000,22000
11957,2014,SAMSUNG,조동찬,22000,15000
11958,2013,SAMSUNG,조동찬,15000,11000
11959,2012,SAMSUNG,조동찬,11000,13500
11960,2011,SAMSUNG,조동찬,13500,9500
11961,2010,SAMSUNG,조동찬,9500,9000
11962,2009,SAMSUNG,조동찬,9000,11000
11963,2008,SAMSUNG,조동찬,11000,13000
11964,2007,SAMSUNG,조동찬,13000,10000
11965,2006,SAMSUNG,조동찬,10000,5400
11966,2005,SAMSUNG,조동찬,5400,2700
11967,2004,SAMSUNG,조동찬,2700,2200
11968,2003,SAMSUNG,조동찬,2200,-
11969,2002,SAMSUNG,조동찬,-,
11970,2007,KIA,조동현,-,
11971,2017,SK/SSG,조동화,30000,30000
11972,2016,SK/SSG,조동화,30000,30000
11973,2015,SK/SSG,조동화,30000,12000
11974,2014,SK/SSG,조동화,12000,9000
11975,2013,SK/SSG,조동화,9000,11000
11976,2012,SK/SSG,조동화,11000,11000
11977,2011,SK/SSG,조동화,11000,9000
11978,2010,SK/SSG,조동화,9000,10500
11979,2009,SK/SSG,조동화,10500,7500
11980,2008,SK/SSG,조동화,7500,4000
11981,2007,SK/SSG,조동화,4000,4500
11982,2006,SK/SSG,조동화,4500,2000
11983,2005,SK/SSG,조동화,2000,1700
11984,2002,SK/SSG,조동화,1700,-
11985,2001,SK/SSG,조동화,-,
11986,2022,LOTTE,조무근,3300,3500
11987,2019,LOTTE,조무근,3500,5700
11988,2018,LOTTE,조무근,5700,5700
11989,2017,KT,조무근,5700,8500
11990,2016,KT,조무근,8500,2700
11991,2015,KT,조무근,2700,
11992,2018,NC,조무성,2700,
11993,2004,HANWHA,조문기,2000,
11994,2023,NC,조민석,3500,3000
11995,2022,NC,조민석,3000,
11996,2023,SAMSUNG,조민성,3300,3000
11997,2022,SAMSUNG,조민성,3000,
11998,2002,KIA,조민철,-,
11999,2003,KIA,조민철,2100,-
12000,2021,HEROES,조범준,3000,2700
12001,2020,HEROES,조범준,2700,
12002,2018,HEROES,조병규,2700,
12003,2023,KT,조병욱,3300,3400
12004,2022,KT,조병욱,3400,4000
12005,2021,KT,조병욱,4000,2700
12006,2020,KT,조병욱,2700,2700
12007,2019,KT,조병욱,2700,2700
12008,2017,KT,조병욱,2700,
12009,2001,SK/SSG,조병찬,1900,
12010,2025,SK/SSG,조병현,13500,3000
12011,2024,SK/SSG,조병현,3000,3000
12012,2022,SK/SSG,조병현,3000,3000
12013,2021,SK/SSG,조병현,3000,
12014,2001,SAMSUNG,조상수,1600,
12015,2025,KIA,조상우,40000,34000
12016,2024,HEROES,조상우,34000,33000
12017,2021,HEROES,조상우,33000,20000
12018,2020,HEROES,조상우,20000,6000
12019,2019,HEROES,조상우,6000,12000
12020,2018,HEROES,조상우,12000,15000
12021,2017,HEROES,조상우,15000,17000
12022,2016,HEROES,조상우,17000,6800
12023,2015,HEROES,조상우,6800,2800
12024,2014,HEROES,조상우,2800,
12025,2023,DOOSAN,조선명,3000,3000
12026,2022,LG,조선명,3000,2700
12027,2018,LG,조선명,2700,
12028,2019,SK/SSG,조성모,2700,2700
12029,2016,SK/SSG,조성모,2700,
12030,2007,HANWHA,조성민,-,10110
12031,2006,HANWHA,조성민,10110,7600
12032,2005,HANWHA,조성민,7600,
12033,2015,SK/SSG,조성우,3400,3500
12034,2014,SK/SSG,조성우,3500,2400
12035,2013,SK/SSG,조성우,2400,-
12036,2010,SK/SSG,조성우,-,
12037,2021,HEROES,조성운,4500,3000
12038,2020,HEROES,조성운,3000,
12039,2014,KIA,조성진,2400,
12040,2021,NC,조성현,3000,
12041,2014,LOTTE,조성환,20000,20000
12042,2013,LOTTE,조성환,20000,20000
12043,2012,LOTTE,조성환,20000,18000
12044,2011,LOTTE,조성환,18000,13000
12045,2010,LOTTE,조성환,13000,13000
12046,2009,LOTTE,조성환,13000,7000
12047,2008,LOTTE,조성환,7000,8400
12048,2004,LOTTE,조성환,8400,4200
12049,2003,LOTTE,조성환,4200,2800
12050,2002,LOTTE,조성환,2800,2300
12051,2001,LOTTE,조성환,2300,
12052,2023,SK/SSG,조성훈,3000,3000
12053,2022,SK/SSG,조성훈,3000,3000
12054,2021,SK/SSG,조성훈,3000,2700
12055,2019,SK/SSG,조성훈,2700,2700
12056,2018,SK/SSG,조성훈,2700,
12057,2024,HEROES,조성훈,3100,3000
12058,2025,LOTTE,조세진,4000,4000
12059,2023,LOTTE,조세진,4000,3000
12060,2022,LOTTE,조세진,3000,
12061,2025,DOOSAN,조수행,20000,9500
12062,2024,DOOSAN,조수행,9500,7800
12063,2023,DOOSAN,조수행,7800,8500
12064,2022,DOOSAN,조수행,8500,7500
12065,2021,DOOSAN,조수행,7500,4500
12066,2020,DOOSAN,조수행,4500,4500
12067,2018,DOOSAN,조수행,4500,3600
12068,2017,DOOSAN,조수행,3600,2700
12069,2016,DOOSAN,조수행,2700,
12070,2007,HYUNDAI,조순권,2000,
12071,2008,HEROES,조순권,2000,2000
12072,2017,DOOSAN,조승수,3100,2900
12073,2016,DOOSAN,조승수,2900,2900
12074,2015,DOOSAN,조승수,2900,3000
12075,2014,DOOSAN,조승수,3000,3000
12076,2011,DOOSAN,조승수,3000,2400
12077,2010,DOOSAN,조승수,2400,2000
12078,2009,DOOSAN,조승수,2000,
12079,2005,HYUNDAI,조승현,2300,2300
12080,2003,HYUNDAI,조승현,2300,2100
12081,2002,HYUNDAI,조승현,2100,2000
12082,2001,HYUNDAI,조승현,2000,
12083,2025,HEROES,조영건,3800,4000
12084,2024,HEROES,조영건,4000,3400
12085,2023,HEROES,조영건,3400,3400
12086,2022,HEROES,조영건,3400,3800
12087,2021,HEROES,조영건,3800,2700
12088,2020,HEROES,조영건,2700,2700
12089,2019,HEROES,조영건,2700,
12090,2011,SK/SSG,조영민,4400,3300
12091,2008,SK/SSG,조영민,3300,3900
12092,2006,SK/SSG,조영민,3900,
12093,2025,LOTTE,조영우,3000,3300
12094,2021,SK/SSG,조영우,3300,3300
12095,2020,SK/SSG,조영우,3300,2400
12096,2019,SK/SSG,조영우,2400,2400
12097,2015,HANWHA,조영우,2400,2400
12098,2014,HANWHA,조영우,2400,
12099,2012,KIA,조영훈,5500,5500
12100,2011,SAMSUNG,조영훈,5500,3800
12101,2010,SAMSUNG,조영훈,3800,4000
12102,2007,SAMSUNG,조영훈,4000,2100
12103,2006,SAMSUNG,조영훈,2100,2000
12104,2005,SAMSUNG,조영훈,2000,
12105,2017,NC,조영훈,15000,11000
12106,2016,NC,조영훈,11000,10000
12107,2015,NC,조영훈,10000,10500
12108,2014,NC,조영훈,10500,7500
12109,2013,NC,조영훈,7500,5500
12110,2022,SK/SSG,조요한,3300,3000
12111,2021,SK/SSG,조요한,3000,
