Year,Team,Name,Salary,Prev_Salary,is_rookie
2024,KT,문상준,3100,3100,X
2022,KT,문상준,3100,3000,X
2021,KT,문상준,3000,3000,X
2020,KT,문상준,3000,2700,X
2019,KT,문상준,2700,NaN,O
2024,KT,문상철,17000,11000,X
2023,KT,문상철,11000,5600,X
2022,KT,문상철,5600,6600,X
2021,KT,문상철,6600,6000,X
2020,KT,문상철,6000,4000,X
2019,KT,문상철,4000,3100,X
2018,KT,문상철,3100,3600,X
2015,KT,문상철,3600,3000,X
2014,KT,문상철,3000,NaN,O
2019,NC,문석종,2700,2700,X
2017,NC,문석종,2700,2700,X
2014,NC,문석종,2700,NaN,O
2016,SAMSUNG,문선엽,2700,3000,X
2014,SAMSUNG,문선엽,3000,2700,X
2013,SAMSUNG,문선엽,2700,NaN,O
2020,KIA,문선재,4000,4500,X
2019,KIA,문선재,4500,6500,X
2018,KIA,문선재,6500,7000,X
2017,LG,문선재,7000,8000,X
2016,LG,문선재,8000,6500,X
2015,LG,문선재,6500,5000,X
2014,LG,문선재,5000,7500,X
2013,LG,문선재,7500,2500,X
2012,LG,문선재,2500,NaN,O
2024,LG,문성주,18000,20000,X
2023,LG,문성주,20000,9500,X
2022,LG,문성주,9500,4200,X
2021,LG,문성주,4200,3100,X
2020,LG,문성주,3100,2700,X
2017,LG,문성주,2700,NaN,O
2023,HEROES,문성현,7500,7000,X
2022,HEROES,문성현,7000,3500,X
2021,HEROES,문성현,3500,4500,X
2020,HEROES,문성현,4500,4200,X
2019,HEROES,문성현,4200,5000,X
2018,HEROES,문성현,5000,8800,X
2017,HEROES,문성현,8800,11000,X
2014,HEROES,문성현,11000,8500,X
2013,HEROES,문성현,8500,NaN,X
2014,NC,문수호,3000,3300,X
2013,NC,문수호,3300,NaN,X
2024,SK/SSG,문승원,80000,18000,X
2023,SK/SSG,문승원,18000,70000,X
2022,SK/SSG,문승원,70000,160000,X
2021,SK/SSG,문승원,160000,25700,X
2020,SK/SSG,문승원,25700,25700,X
2019,SK/SSG,문승원,25700,9000,X
2018,SK/SSG,문승원,9000,9000,X
2017,SK/SSG,문승원,9000,4400,X
2016,SK/SSG,문승원,4400,2900,X
2015,SK/SSG,문승원,2900,2400,X
2012,SK/SSG,문승원,2400,2400,X
2011,SK/SSG,문승원,2400,NaN,O
2024,HANWHA,문승진,3000,3000,X
2021,HANWHA,문승진,3000,3000,X
2020,HANWHA,문승진,3000,NaN,O
2007,HANWHA,문용민,2400,2200,X
2003,HANWHA,문용민,2200,NaN,O
2024,KT,문용익,5800,6300,X
2023,KT,문용익,6300,6300,X
2022,SAMSUNG,문용익,6300,4500,X
2021,SAMSUNG,문용익,4500,3000,X
2020,SAMSUNG,문용익,3000,2800,X
2018,SAMSUNG,문용익,2800,2700,X
2017,SAMSUNG,문용익,2700,2700,X
2016,SAMSUNG,문용익,2700,NaN,O
2015,HEROES,문우람,9000,9000,X
2014,HEROES,문우람,9000,6200,X
2013,HEROES,문우람,6200,NaN,X
2023,DOOSAN,문원,3000,3000,X
2022,DOOSAN,문원,3000,NaN,O
2017,KIA,문장은,2700,NaN,O
2018,HANWHA,문재현,2700,2700,X
2017,HANWHA,문재현,2700,2700,X
2014,HANWHA,문재현,2700,NaN,O
2024,LG,문정빈,3100,3000,X
2023,LG,문정빈,3000,3000,X
2021,LG,문정빈,3000,NaN,O
2017,DOOSAN,문진제,2700,2700,X
2016,DOOSAN,문진제,2700,2700,X
2014,DOOSAN,문진제,2700,2400,X
2013,DOOSAN,문진제,2400,NaN,O
2020,HEROES,문찬종,3000,2700,X
2019,HEROES,문찬종,2700,NaN,O
2024,HANWHA,문현빈,8800,8000,X
2023,HANWHA,문현빈,8000,3000,X
2022,HANWHA,문현빈,3000,NaN,O
2005,DOOSAN,문희성,8000,4700,X
2004,DOOSAN,문희성,4700,5000,X
2003,DOOSAN,문희성,5000,3200,X
2002,DOOSAN,문희성,3200,3200,X
2001,DOOSAN,문희성,3200,2900,X
2019,KIA,민경남,2700,NaN,O
2009,LOTTE,민경수,2400,2000,X
2009,LG,민경수,3600,2000,X
2008,LOTTE,민경수,2000,3600,X
2006,LG,민경수,3600,3800,X
2005,LG,민경수,3800,2800,X
2004,LG,민경수,2800,2000,X
2003,LG,민경수,2000,NaN,O
2020,LOTTE,민병헌,50000,125000,X
2019,LOTTE,민병헌,125000,125000,X
2018,LOTTE,민병헌,125000,100000,X
2017,LOTTE,민병헌,100000,55000,X
2016,DOOSAN,민병헌,55000,35000,X
2015,DOOSAN,민병헌,35000,28000,X
2014,DOOSAN,민병헌,28000,14500,X
2013,DOOSAN,민병헌,14500,NaN,X
2015,NC,민성기,3300,2700,X
2014,NC,민성기,2700,2400,X
2013,NC,민성기,2400,2200,X
2008,HEROES,민성기,2200,2000,X
2007,HEROES,민성기,2000,NaN,O
2022,LOTTE,민성우,3000,3000,X
2021,LOTTE,민성우,3000,NaN,O
2022,HANWHA,민승기,3000,3000,X
2021,HANWHA,민승기,3000,NaN,O
2018,NC,민태호,3600,4000,X
2017,NC,민태호,4000,3300,X
2016,NC,민태호,3300,NaN,X
2022,LOTTE,박건,3000,NaN,O
2024,NC,박건우,70000,80000,X
2024,LG,박건우,3000,80000,X
2024,KT,박건우,3000,80000,X
2024,KIA,박건우,3100,80000,X
2024,NC,박건우,70000,3100,X
2024,LG,박건우,3000,3100,X
2024,KT,박건우,3000,3100,X
2024,KIA,박건우,3100,3100,X
2023,NC,박건우,80000,90000,X
2023,KIA,박건우,3100,90000,X
2022,NC,박건우,90000,190000,X
2022,NC,박건우,90000,3100,X
2021,NC,박건우,190000,48000,X
2021,KIA,박건우,3100,48000,X
2021,NC,박건우,190000,3000,X
2021,KIA,박건우,3100,3000,X
2020,KIA,박건우,3000,45000,X
2020,DOOSAN,박건우,48000,45000,X
2019,DOOSAN,박건우,45000,38500,X
2018,DOOSAN,박건우,38500,37000,X
2017,DOOSAN,박건우,37000,19500,X
2016,DOOSAN,박건우,19500,7000,X
2015,DOOSAN,박건우,7000,3500,X
2014,DOOSAN,박건우,3500,3500,X
2014,DOOSAN,박건우,3500,3100,X
2013,LOTTE,박건우,3500,2500,X
2013,DOOSAN,박건우,3100,2500,X
2012,DOOSAN,박건우,2500,NaN,O
2023,KT,박경수,20000,20000,X
2022,KT,박경수,20000,29000,X
2021,KT,박경수,29000,40000,X
2020,KT,박경수,40000,40000,X
2019,KT,박경수,40000,40000,X
2018,KT,박경수,40000,23000,X
2017,KT,박경수,23000,23000,X
2016,KT,박경수,23000,23000,X
2015,KT,박경수,23000,23000,X
2014,KT,박경수,23000,9000,X
2013,LG,박경수,9000,8000,X
2010,LG,박경수,8000,7200,X
2009,LG,박경수,7200,7000,X
2008,LG,박경수,7000,6000,X
2007,LG,박경수,6000,5000,X
2006,LG,박경수,5000,4200,X
2005,LG,박경수,4200,5000,X
2004,LG,박경수,5000,3200,X
2003,LG,박경수,3200,2000,X
2002,LG,박경수,2000,NaN,O
2012,SK/SSG,박경완,50000,50000,X
2011,SK/SSG,박경완,50000,50000,X
2010,SK/SSG,박경완,50000,50000,X
2009,SK/SSG,박경완,50000,50000,X
2008,SK/SSG,박경완,50000,30000,X
2007,SK/SSG,박경완,30000,30000,X
2006,SK/SSG,박경완,30000,40000,X
2005,SK/SSG,박경완,40000,30000,X
2004,SK/SSG,박경완,30000,30000,X
2003,SK/SSG,박경완,30000,30000,X
2002,SK/SSG,박경완,30000,28000,X
2001,HYUNDAI,박경완,28000,23000,X
2004,LOTTE,박경진,2500,2300,X
2003,LOTTE,박경진,2300,2600,X
2002,LOTTE,박경진,2600,2400,X
2001,LOTTE,박경진,2400,2000,X
2018,KIA,박경태,3500,4000,X
2017,KIA,박경태,4000,4900,X
2016,KIA,박경태,4900,6500,X
2013,KIA,박경태,6500,4600,X
2012,KIA,박경태,4600,5200,X
2011,KIA,박경태,5200,4200,X
2010,KIA,박경태,4200,3500,X
2009,KIA,박경태,3500,2300,X
2008,KIA,박경태,2300,2000,X
2007,KIA,박경태,2000,2000,X
2005,KIA,박경태,2000,NaN,O
2024,DOOSAN,박계범,6800,8500,X
2023,DOOSAN,박계범,8500,9700,X
2022,DOOSAN,박계범,9700,14500,X
2021,DOOSAN,박계범,14500,7000,X
2020,DOOSAN,박계범,7000,5500,X
2019,SAMSUNG,박계범,5500,3000,X
2018,SAMSUNG,박계범,3000,2900,X
2015,SAMSUNG,박계범,2900,2700,X
2014,SAMSUNG,박계범,2700,NaN,O
2001,SK/SSG,박계원,4700,4500,X
2015,SK/SSG,박계현,4100,6000,X
2014,SK/SSG,박계현,6000,2900,X
2013,SK/SSG,박계현,2900,NaN,O
2024,LG,박관우,3000,NaN,O
2021,HEROES,박관진,3000,3000,X
2020,HEROES,박관진,3000,2700,X
2019,HEROES,박관진,2700,NaN,O
2015,SK/SSG,박광명,2700,NaN,O
2017,NC,박광열,3600,3000,X
2016,NC,박광열,3000,3000,X
2015,NC,박광열,3000,2700,X
2014,NC,박광열,2700,NaN,O
2003,SK/SSG,박권수,2000,NaN,O
2023,SAMSUNG,박권후,3100,3000,X
2022,SAMSUNG,박권후,3000,NaN,O
2020,KT,박규민,2700,2700,X
2019,KT,박규민,2700,2700,X
2017,SK/SSG,박규민,2700,2700,X
2014,SK/SSG,박규민,2700,2400,X
2013,SK/SSG,박규민,2400,NaN,O
2018,LOTTE,박근홍,5000,8000,X
2017,SAMSUNG,박근홍,8000,10000,X
2016,SAMSUNG,박근홍,10000,11000,X
2015,SAMSUNG,박근홍,11000,6000,X
2014,SAMSUNG,박근홍,6000,4000,X
2013,SAMSUNG,박근홍,4000,NaN,X
2014,KIA,박기남,9000,9000,X
2013,KIA,박기남,9000,10000,X
2012,KIA,박기남,10000,7000,X
2011,KIA,박기남,7000,6500,X
2010,KIA,박기남,6500,5500,X
2009,KIA,박기남,5500,3500,X
2008,KIA,박기남,3500,3500,X
2005,LG,박기남,3500,2500,X
2004,LG,박기남,2500,NaN,O
2013,KIA,박기철,2800,NaN,O
2017,KT,박기혁,15000,15000,X
2016,KT,박기혁,15000,15000,X
2015,KT,박기혁,15000,15000,X
2014,KT,박기혁,15000,7000,X
2013,LOTTE,박기혁,7000,12000,X
2012,LOTTE,박기혁,12000,12000,X
2009,LOTTE,박기혁,12000,12000,X
2008,LOTTE,박기혁,12000,8800,X
2007,LOTTE,박기혁,8800,10000,X
2006,LOTTE,박기혁,10000,7800,X
2005,LOTTE,박기혁,7800,5700,X
2004,LOTTE,박기혁,5700,4000,X
2003,LOTTE,박기혁,4000,2600,X
2002,LOTTE,박기혁,2600,2000,X
2001,LOTTE,박기혁,2000,1700,X
2024,SK/SSG,박기호,3000,3000,X
2023,SK/SSG,박기호,3000,NaN,O
2016,HANWHA,박기환,2700,NaN,O
2015,HANWHA,박노민,4000,3500,X
2014,HANWHA,박노민,3500,3500,X
2013,HANWHA,박노민,3500,3500,X
2012,HANWHA,박노민,3500,3500,X
2011,HANWHA,박노민,3500,3100,X
2010,HANWHA,박노민,3100,3000,X
2009,HANWHA,박노민,3000,2500,X
2008,HANWHA,박노민,2500,2300,X
2004,HANWHA,박노민,2300,NaN,O
2020,KIA,박대명,3000,NaN,O
2024,SK/SSG,박대온,3200,4000,X
2023,SK/SSG,박대온,4000,4000,X
2022,NC,박대온,4000,4000,X
2021,NC,박대온,4000,3000,X
2020,NC,박대온,3000,3000,X
2019,NC,박대온,3000,NaN,O
2019,KIA,박동민,2800,2700,X
2015,KIA,박동민,2700,NaN,O
2023,NC,박동수,3000,3000,X
2021,NC,박동수,3000,NaN,O
2024,LG,박동원,120000,250000,X
2023,LG,박동원,250000,30000,X
2022,LG,박동원,30000,31000,X
2021,KIA,박동원,31000,23000,X
2020,HEROES,박동원,23000,22500,X
2019,HEROES,박동원,22500,9000,X
2018,HEROES,박동원,9000,18000,X
2017,HEROES,박동원,18000,20000,X
2016,HEROES,박동원,20000,14000,X
2015,HEROES,박동원,14000,6800,X
2014,HEROES,박동원,6800,3400,X
2013,HEROES,박동원,3400,NaN,X
2020,HEROES,박동혁,3000,2700,X
2019,HEROES,박동혁,2700,NaN,O
2002,SK/SSG,박두일,1800,NaN,O
2002,LG,박만채,1800,NaN,O
2024,LG,박명근,6000,6500,X
2023,LG,박명근,6500,3000,X
2022,LG,박명근,3000,NaN,O
2023,LOTTE,박명현,3200,3200,X
2021,LOTTE,박명현,3200,3200,X
2020,LOTTE,박명현,3200,2700,X
2019,LOTTE,박명현,2700,NaN,O
2014,NC,박명환,4000,5000,X
2013,NC,박명환,5000,5000,X
2011,LG,박명환,5000,5000,X
2010,LG,박명환,5000,50000,X
2009,LG,박명환,50000,50000,X
2008,LG,박명환,50000,50000,X
2007,LG,박명환,50000,50000,X
2006,LG,박명환,50000,37000,X
2005,DOOSAN,박명환,37000,26000,X
2004,DOOSAN,박명환,26000,15500,X
2003,DOOSAN,박명환,15500,17000,X
2002,DOOSAN,박명환,17000,10000,X
2001,DOOSAN,박명환,10000,6500,X
2024,KIA,박민,3800,3500,X
2023,KIA,박민,3500,3500,X
2021,KIA,박민,3500,3000,X
2020,KIA,박민,3000,2700,X
2019,KIA,박민,2700,NaN,O
2016,SAMSUNG,박민규,3000,2700,X
2015,SAMSUNG,박민규,2700,2700,X
2014,SAMSUNG,박민규,2700,2800,X
2010,SAMSUNG,박민규,2800,2800,X
2009,SAMSUNG,박민규,2800,NaN,O
2024,KT,박민석,3000,3100,X
2024,KT,박민석,3400,3100,X
2023,KT,박민석,3100,3000,X
2022,KT,박민석,3000,3000,X
2020,KT,박민석,3000,2900,X
2019,KT,박민석,2900,2700,X
2018,KT,박민석,2700,4000,X
2016,NC,박민석,4000,2700,X
2015,NC,박민석,2700,2700,X
2014,NC,박민석,2700,2500,X
2008,DOOSAN,박민석,2500,NaN,O
2024,NC,박민우,90000,100000,X
2023,NC,박민우,100000,110000,X
2022,NC,박민우,110000,41000,X
2021,NC,박민우,41000,63000,X
2020,NC,박민우,63000,52000,X
2019,NC,박민우,52000,38000,X
2018,NC,박민우,38000,32000,X
2017,NC,박민우,32000,25000,X
2016,NC,박민우,25000,19000,X
2015,NC,박민우,19000,9500,X
2014,NC,박민우,9500,2600,X
2013,NC,박민우,2600,NaN,O
2017,NC,박민주,2700,NaN,O
2024,DOOSAN,박민준,3100,3000,X
2023,DOOSAN,박민준,3000,3000,X
2022,DOOSAN,박민준,3000,NaN,O
2023,SK/SSG,박민호,6000,9500,X
2023,LG,박민호,3000,9500,X
2023,SK/SSG,박민호,6000,3000,X
2023,LG,박민호,3000,3000,X
2022,SK/SSG,박민호,9500,12000,X
2022,LG,박민호,3000,12000,X
2021,SK/SSG,박민호,12000,10000,X
2021,SK/SSG,박민호,12000,3000,X
2020,SK/SSG,박민호,10000,10000,X
2020,LG,박민호,3000,10000,X
2019,SK/SSG,박민호,10000,4000,X
2018,SK/SSG,박민호,4000,4000,X
2017,SK/SSG,박민호,4000,4000,X
2015,SK/SSG,박민호,4000,4000,X
2014,SK/SSG,박민호,4000,2400,X
2013,SK/SSG,박민호,2400,NaN,O
2024,HEROES,박범준,3100,3000,X
2023,HEROES,박범준,3000,NaN,O
2024,SAMSUNG,박병호,38000,70000,X
2023,SAMSUNG,박병호,70000,70000,X
2022,KT,박병호,70000,60000,X
2021,KT,박병호,60000,150000,X
2020,HEROES,박병호,150000,200000,X
2019,HEROES,박병호,200000,150000,X
2018,HEROES,박병호,150000,150000,X
2017,HEROES,박병호,150000,70000,X
2014,HEROES,박병호,70000,50000,X
2013,HEROES,박병호,50000,22000,X
2012,HEROES,박병호,22000,6200,X
2011,HEROES,박병호,6200,3500,X
2010,HEROES,박병호,3500,3500,X
2009,LG,박병호,3500,3000,X
2008,LG,박병호,3000,2800,X
2005,LG,박병호,2800,2000,X
2004,LG,박병호,2000,NaN,O
2014,HEROES,박병훈,2700,2400,X
2013,HEROES,박병훈,2400,NaN,O
2001,DOOSAN,박보현,4800,4400,X
2001,SAMSUNG,박봉수,1700,NaN,O
2019,LG,박부성,2700,2700,X
2016,LG,박부성,2700,NaN,O
2013,HANWHA,박상규,2600,NaN,O
2001,LOTTE,박상민,1900,2000,X
2024,HANWHA,박상언,4200,4200,X
2023,HANWHA,박상언,4200,3600,X
2022,HANWHA,박상언,3600,3200,X
2021,HANWHA,박상언,3200,3200,X
2020,HANWHA,박상언,3200,2800,X
2019,HANWHA,박상언,2800,2700,X
2018,HANWHA,박상언,2700,2700,X
2016,HANWHA,박상언,2700,2700,X
2015,HANWHA,박상언,2700,NaN,O
2014,KIA,박상옥,2700,2400,X
2013,KIA,박상옥,2400,NaN,O
2024,HANWHA,박상원,22000,19500,X
2023,HANWHA,박상원,19500,13300,X
2022,HANWHA,박상원,13300,13300,X
2021,HANWHA,박상원,13300,11000,X
2019,HANWHA,박상원,11000,9000,X
2018,HANWHA,박상원,9000,3100,X
2017,HANWHA,박상원,3100,2700,X
2016,HANWHA,박상원,2700,2700,X
2015,SAMSUNG,박상원,2700,NaN,O
2024,KIA,박상준,3000,3000,X
2023,KIA,박상준,3000,3000,X
2021,KIA,박상준,3000,NaN,O
2016,NC,박상혁,2700,2700,X
2015,NC,박상혁,2700,NaN,O
2024,HANWHA,박상현,3000,2700,X
2014,SK/SSG,박상현,2700,2400,X
2013,SK/SSG,박상현,2400,NaN,O
2022,SK/SSG,박상후,3000,3000,X
2021,SK/SSG,박상후,3000,NaN,O
2019,KIA,박서준,2900,NaN,O
2022,NC,박석민,5000,70000,X
2021,NC,박석민,70000,70000,X
2020,NC,박석민,70000,70000,X
2019,NC,박석민,70000,75000,X
2018,NC,박석민,75000,75000,X
2017,NC,박석민,75000,75000,X
2016,NC,박석민,75000,75000,X
2015,NC,박석민,75000,47000,X
2014,SAMSUNG,박석민,47000,37000,X
2013,SAMSUNG,박석민,37000,NaN,X
2007,LG,박석진,12000,15000,X
2006,LG,박석진,15000,15000,X
2005,SAMSUNG,박석진,15000,10000,X
2004,SAMSUNG,박석진,10000,8800,X
2003,SAMSUNG,박석진,8800,8800,X
2002,LOTTE,박석진,8800,9200,X
2001,LOTTE,박석진,9200,6500,X
2022,KT,박선우,3300,3300,X
2021,LOTTE,박선우,3300,3300,X
2020,LOTTE,박선우,3300,NaN,X
2020,DOOSAN,박성모,3000,2700,X
2017,DOOSAN,박성모,2700,NaN,O
2017,HEROES,박성민,2700,2700,X
2016,LOTTE,박성민,2700,2700,X
2015,DOOSAN,박성민,2700,2700,X
2014,DOOSAN,박성민,2700,NaN,O
2024,SK/SSG,박성빈,3100,3000,X
2024,SK/SSG,박성빈,3100,3000,X
2024,HEROES,박성빈,3000,3000,X
2024,HEROES,박성빈,3000,3000,X
2023,SK/SSG,박성빈,3000,3000,X
2023,HEROES,박성빈,3000,3000,X
2022,HEROES,박성빈,3000,NaN,O
2020,HEROES,박성우,2700,NaN,O
2024,DOOSAN,박성재,3100,3100,X
2022,NC,박성재,3000,3100,X
2022,DOOSAN,박성재,3100,3100,X
2022,NC,박성재,3000,3000,X
2022,DOOSAN,박성재,3100,3000,X
2021,NC,박성재,3000,3000,X
2021,DOOSAN,박성재,3100,3000,X
2020,DOOSAN,박성재,3000,NaN,O
2023,LOTTE,박성준,3000,3000,X
2019,LG,박성준,3000,3000,X
2015,LG,박성준,3000,2700,X
2014,LG,박성준,2700,NaN,O
2024,SK/SSG,박성한,37000,30000,X
2023,SK/SSG,박성한,30000,27000,X
2022,SK/SSG,박성한,27000,14000,X
2021,SK/SSG,박성한,14000,3000,X
2020,SK/SSG,박성한,3000,2700,X
2019,SK/SSG,박성한,2700,2700,X
2017,SK/SSG,박성한,2700,2700,X
2016,SK/SSG,박성한,2700,NaN,O
2019,KT,박성현,2700,NaN,O
2015,HANWHA,박성호,5000,3600,X
2014,HANWHA,박성호,3600,3600,X
2013,KIA,박성호,3600,3300,X
2010,KIA,박성호,3300,NaN,X
2017,DOOSAN,박성환,2700,2700,X
2016,DOOSAN,박성환,2700,NaN,O
2014,HEROES,박성훈,7000,9000,X
2013,HEROES,박성훈,9000,8000,X
2012,HEROES,박성훈,8000,3700,X
2011,HEROES,박성훈,3700,4000,X
2010,HEROES,박성훈,4000,2300,X
2009,HEROES,박성훈,2300,2300,X
2008,SAMSUNG,박성훈,2300,2200,X
2007,SAMSUNG,박성훈,2200,NaN,O
2024,LOTTE,박세웅,135000,135000,X
2023,LOTTE,박세웅,135000,150000,X
2023,LOTTE,박세웅,135000,3600,X
2022,SAMSUNG,박세웅,3600,26000,X
2022,LOTTE,박세웅,150000,26000,X
2022,SAMSUNG,박세웅,3600,3300,X
2022,LOTTE,박세웅,150000,3300,X
2021,SAMSUNG,박세웅,3300,16500,X
2021,LOTTE,박세웅,26000,16500,X
2021,SAMSUNG,박세웅,3300,3000,X
2021,LOTTE,박세웅,26000,3000,X
2020,SAMSUNG,박세웅,3000,11000,X
2020,LOTTE,박세웅,16500,11000,X
2019,LOTTE,박세웅,11000,11000,X
2018,LOTTE,박세웅,11000,25000,X
2018,LOTTE,박세웅,11000,2700,X
2017,SAMSUNG,박세웅,2700,10000,X
2017,LOTTE,박세웅,25000,10000,X
2017,SAMSUNG,박세웅,2700,2700,X
2017,SAMSUNG,박세웅,2700,2700,X
2017,LOTTE,박세웅,25000,2700,X
2017,LOTTE,박세웅,25000,2700,X
2016,SK/SSG,박세웅,2700,5600,X
2016,NC,박세웅,2700,5600,X
2016,LOTTE,박세웅,10000,5600,X
2016,SK/SSG,박세웅,2700,2700,X
2016,SK/SSG,박세웅,2700,2700,X
2016,NC,박세웅,2700,2700,X
2016,NC,박세웅,2700,2700,X
2016,LOTTE,박세웅,10000,2700,X
2016,LOTTE,박세웅,10000,2700,X
2015,SK/SSG,박세웅,2700,3600,X
2015,NC,박세웅,2700,3600,X
2015,LOTTE,박세웅,5600,3600,X
2015,SK/SSG,박세웅,2700,2700,X
2015,NC,박세웅,2700,2700,X
2015,LOTTE,박세웅,5600,2700,X
2014,NC,박세웅,2700,NaN,O
2014,LOTTE,박세웅,3600,NaN,X
2013,KIA,박세준,2500,NaN,O
2023,SK/SSG,박세직,3000,3000,X
2022,SK/SSG,박세직,3000,NaN,O
2024,KT,박세진,3700,3500,X
2023,KT,박세진,3500,3300,X
2022,KT,박세진,3300,3300,X
2019,KT,박세진,3300,3200,X
2018,KT,박세진,3200,3100,X
2017,KT,박세진,3100,3000,X
2016,KT,박세진,3000,2700,X
2015,KT,박세진,2700,NaN,O
2024,NC,박세혁,60000,70000,X
2023,NC,박세혁,70000,70000,X
2022,NC,박세혁,70000,30000,X
2021,DOOSAN,박세혁,30000,26000,X
2020,DOOSAN,박세혁,26000,23200,X
2019,DOOSAN,박세혁,23200,10000,X
2018,DOOSAN,박세혁,10000,10000,X
2017,DOOSAN,박세혁,10000,6000,X
2016,DOOSAN,박세혁,6000,3000,X
2015,DOOSAN,박세혁,3000,2400,X
2012,DOOSAN,박세혁,2400,2400,X
2011,DOOSAN,박세혁,2400,NaN,O
2024,LOTTE,박세현,3000,NaN,O
2023,DOOSAN,박소준,3300,4000,X
2022,DOOSAN,박소준,4000,4500,X
2021,DOOSAN,박소준,4500,3500,X
2020,DOOSAN,박소준,3500,NaN,X
2021,KIA,박수용,3000,2700,X
2018,KIA,박수용,2700,NaN,O
2024,HEROES,박수종,4500,4000,X
2023,HEROES,박수종,4000,3000,X
2022,HEROES,박수종,3000,2700,X
2021,HEROES,박수종,2700,NaN,O
2018,NC,박수현,2700,NaN,O
2024,SAMSUNG,박승규,5200,5700,X
2021,SAMSUNG,박승규,5700,5700,X
2020,SAMSUNG,박승규,5700,3200,X
2019,SAMSUNG,박승규,3200,2700,X
2018,SAMSUNG,박승규,2700,NaN,O
2009,LOTTE,박승완,2000,NaN,O
2024,LOTTE,박승욱,17000,13500,X
2023,LOTTE,박승욱,13500,7000,X
2022,LOTTE,박승욱,7000,3000,X
2021,LOTTE,박승욱,3000,8000,X
2020,KT,박승욱,8000,8000,X
2019,KT,박승욱,8000,6600,X
2018,KT,박승욱,6600,4500,X
2017,SK/SSG,박승욱,4500,3500,X
2016,SK/SSG,박승욱,3500,2700,X
2015,SK/SSG,박승욱,2700,2400,X
2012,SK/SSG,박승욱,2400,2400,X
2011,SK/SSG,박승욱,2400,NaN,O
2023,HEROES,박승주,4500,4500,X
2022,HEROES,박승주,4500,3200,X
2021,HEROES,박승주,3200,3000,X
2020,HEROES,박승주,3000,2700,X
2019,HEROES,박승주,2700,2400,X
2016,HEROES,박승주,2400,NaN,O
2023,HEROES,박승호,3000,NaN,O
2022,KIA,박승훈,3000,NaN,O
2024,LOTTE,박시영,5000,9000,X
2023,KT,박시영,9000,9800,X
2022,KT,박시영,9800,12000,X
2021,KT,박시영,12000,6800,X
2020,KT,박시영,6800,7900,X
2019,LOTTE,박시영,7900,5000,X
2018,LOTTE,박시영,5000,6300,X
2017,LOTTE,박시영,6300,5000,X
2016,LOTTE,박시영,5000,2700,X
2015,LOTTE,박시영,2700,2400,X
2013,LOTTE,박시영,2400,NaN,O
2023,KIA,박시온,3000,NaN,O
2024,NC,박시원,12000,3000,X
2024,NC,박시원,12000,3000,X
2024,LG,박시원,3000,3000,X
2024,LG,박시원,3000,3000,X
2023,SAMSUNG,박시원,3000,NaN,O
2023,NC,박시원,3000,NaN,O
2023,SAMSUNG,박시원,3000,3000,X
2023,NC,박시원,3000,3000,X
2022,SAMSUNG,박시원,3000,3000,X
2020,NC,박시원,3000,2700,X
2019,NC,박시원,2700,NaN,O
2023,KT,박시윤,3000,3000,X
2022,KT,박시윤,3000,2700,X
2021,KT,박시윤,2700,2700,X
2018,KT,박시윤,2700,NaN,O
2024,SK/SSG,박시후,3100,3000,X
2023,SK/SSG,박시후,3000,3000,X
2022,SK/SSG,박시후,3000,3000,X
2021,SK/SSG,박시후,3000,3000,X
2020,SK/SSG,박시후,3000,2700,X
2019,SK/SSG,박시후,2700,NaN,O
2024,DOOSAN,박신지,3200,3500,X
2023,DOOSAN,박신지,3500,3600,X
2022,DOOSAN,박신지,3600,3100,X
2021,DOOSAN,박신지,3100,3100,X
2019,DOOSAN,박신지,3100,3300,X
2018,DOOSAN,박신지,3300,2700,X
2017,DOOSAN,박신지,2700,NaN,O
2007,SK/SSG,박연수,3500,4000,X
2006,SK/SSG,박연수,4000,5400,X
2005,LOTTE,박연수,5400,4700,X
2004,LOTTE,박연수,4700,5000,X
2003,LOTTE,박연수,5000,4000,X
2002,LOTTE,박연수,4000,4000,X
2001,LG,박연수,4000,3200,X
2024,NC,박영빈,3100,3200,X
2023,NC,박영빈,3200,3000,X
2022,NC,박영빈,3000,2700,X
2019,NC,박영빈,2700,NaN,O
2022,LOTTE,박영완,3200,3200,X
2020,LOTTE,박영완,3200,2700,X
2019,LOTTE,박영완,2700,2700,X
2018,LOTTE,박영완,2700,NaN,O
2024,KT,박영현,24000,16000,X
2023,KT,박영현,16000,6100,X
2022,KT,박영현,6100,3000,X
2021,KT,박영현,3000,NaN,O
2016,KT,박용근,3800,4000,X
2015,KT,박용근,4000,4000,X
2014,KT,박용근,4000,4000,X
2013,LG,박용근,4000,4500,X
2009,LG,박용근,4500,3500,X
2008,LG,박용근,3500,2800,X
2007,LG,박용근,2800,2000,X
2006,LG,박용근,2000,NaN,O
2022,SAMSUNG,박용민,3100,3100,X
2019,SAMSUNG,박용민,3100,2700,X
2017,SAMSUNG,박용민,2700,NaN,O
2018,LOTTE,박용욱,2700,NaN,O
2019,LG,박용택,80000,80000,X
2018,LG,박용택,80000,80000,X
2017,LG,박용택,80000,80000,X
2016,LG,박용택,80000,80000,X
2015,LG,박용택,80000,80000,X
2014,LG,박용택,80000,35000,X
2013,LG,박용택,35000,35000,X
2012,LG,박용택,35000,35000,X
2011,LG,박용택,35000,35000,X
